Image No,Image Pixel,Processing Time,Iteration,Combination,Current Script,Execution Time (seconds),RAM Memory Usage (MB),CPU Usage Per Core,GPU Usage (%),GPU Memory Usage (MB),Total RAM (GB),Total CPU Cores,Total GPU Memory (GB),CPU Model,GPU Model,CPU Clock Speed (MHz),GPU Clock Speed (MHz),Number of Cores Used,File,Duration
,,390.0,1,psps,speech.py,186.95643258094788,1683.828125,"[20.0, 30.0, 0.0, 60.0, 9.1, 10.0, 100.0, 30.0, 100.0, 20.0, 50.0, 0.0, 0.0, 9.1, 0.0, 10.0, 30.0, 20.0, 0.0, 0.0, 9.1, 90.0, 0.0, 0.0, 50.0, 0.0, 30.0, 18.2, 0.0, 100.0, 0.0, 0.0]",100,9.794921875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,20,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,41.2,1,pspd,detect.py,33.16674852371216,1339.703125,"[20.0, 100.0, 20.0, 0.0, 20.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 30.0, 27.3, 100.0, 10.0, 0.0, 10.0, 0.0, 10.0, 0.0, 36.4, 0.0, 10.0, 9.1, 18.2, 22.2, 18.2, 30.0, 9.1, 0.0]",97,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,20,,
1.0,448x640,47.8,1,pspd,predict.py,34.14961218833923,1356.9609375,"[10.0, 100.0, 0.0, 27.3, 20.0, 100.0, 0.0, 0.0, 0.0, 10.0, 0.0, 100.0, 0.0, 0.0, 16.7, 20.0, 0.0, 0.0, 0.0, 33.3, 0.0, 0.0, 0.0, 9.1, 0.0, 100.0, 0.0, 0.0, 22.2, 20.0, 0.0, 9.1]",96,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,15,,
,,390.0,1,pspd,speech.py,113.64701080322266,1681.578125,"[10.0, 22.2, 10.0, 100.0, 0.0, 90.0, 9.1, 18.2, 10.0, 9.1, 10.0, 60.0, 9.1, 90.0, 18.2, 20.0, 0.0, 9.1, 0.0, 9.1, 0.0, 0.0, 9.1, 18.2, 16.7, 10.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0]",97,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,22,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,57.7,1,pssp,predict.py,50.73902463912964,1356.35546875,"[0.0, 0.0, 66.7, 0.0, 36.4, 33.3, 0.0, 18.2, 0.0, 54.5, 0.0, 10.0, 11.1, 0.0, 0.0, 100.0, 0.0, 0.0, 36.4, 100.0, 0.0, 70.0, 0.0, 0.0, 0.0, 50.0, 30.0, 0.0, 18.2, 0.0, 0.0, 0.0]",100,9.794921875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,14,,
,,390.0,1,pssp,speech.py,186.648663520813,1681.60546875,"[18.2, 0.0, 18.2, 0.0, 22.2, 100.0, 0.0, 20.0, 100.0, 0.0, 30.0, 0.0, 20.0, 0.0, 22.2, 0.0, 0.0, 20.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 18.2, 0.0, 50.0]",100,9.794921875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,14,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,43.8,1,psss,predict.py,69.90539598464966,1368.1328125,"[9.1, 90.0, 100.0, 60.0, 0.0, 10.0, 55.6, 0.0, 50.0, 9.1, 0.0, 0.0, 0.0, 0.0, 22.2, 55.6, 0.0, 10.0, 0.0, 0.0, 10.0, 0.0, 20.0, 0.0, 0.0, 0.0, 100.0, 0.0, 30.0, 100.0, 0.0, 16.7]",100,12.576171875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,17,,
,,390.0,1,psss,speech.py,267.50099754333496,2716.7578125,"[20.0, 63.6, 100.0, 40.0, 10.0, 27.3, 90.9, 60.0, 40.0, 30.0, 33.3, 20.0, 100.0, 11.1, 36.4, 18.2, 30.0, 18.2, 60.0, 36.4, 33.3, 70.0, 33.3, 20.0, 30.0, 60.0, 90.0, 60.0, 33.3, 0.0, 40.0, 30.0]",100,12.576171875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,31,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,58.0,1,pssd,detect.py,46.96884059906006,1360.23046875,"[16.7, 90.0, 100.0, 27.3, 10.0, 100.0, 0.0, 20.0, 70.0, 0.0, 0.0, 70.0, 70.0, 100.0, 70.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 70.0, 44.4, 0.0, 0.0, 0.0, 0.0, 70.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,17,,
1.0,448x640,47.2,1,pssd,predict.py,50.39578557014465,1360.19140625,"[9.1, 40.0, 0.0, 100.0, 0.0, 0.0, 60.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 25.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 45.5, 40.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,10,,
,,390.0,1,pssd,speech.py,184.9029333591461,1927.140625,"[0.0, 0.0, 9.1, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 60.0, 0.0, 30.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 9.1, 0.0, 9.1, 0.0, 0.0, 36.4, 16.7, 0.0, 0.0, 0.0, 9.1, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,11,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.7,1,psdp,detect.py,30.46537709236145,1333.9609375,"[0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 100.0, 9.1, 0.0, 0.0, 0.0, 16.7, 9.1, 0.0, 0.0, 0.0, 9.1, 16.7, 0.0, 0.0, 0.0, 0.0, 0.0]",97,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,9,,
1.0,448x640,45.2,1,psdp,predict.py,31.867656707763672,1373.34765625,"[70.0, 72.7, 0.0, 0.0, 63.6, 0.0, 100.0, 50.0, 0.0, 58.3, 11.1, 37.5, 0.0, 40.0, 30.0, 0.0, 44.4, 90.0, 9.1, 0.0, 0.0, 0.0, 0.0, 70.0, 0.0, 66.7, 0.0, 36.4, 63.6, 60.0, 10.0, 0.0]",98,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,19,,
,,390.0,1,psdp,speech.py,114.51521182060242,1681.48828125,"[40.0, 100.0, 0.0, 9.1, 0.0, 44.4, 36.4, 0.0, 50.0, 0.0, 0.0, 25.0, 0.0, 0.0, 9.1, 0.0, 10.0, 0.0, 0.0, 0.0, 40.0, 54.5, 20.0, 100.0, 0.0, 45.5, 0.0, 0.0, 10.0, 30.0, 0.0, 40.0]",98,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,17,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,41.8,1,psds,detect.py,49.00459909439087,1350.94921875,"[100.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,5,,
1.0,448x640,47.6,1,psds,predict.py,52.897725105285645,1357.94921875,"[20.0, 0.0, 60.0, 0.0, 9.1, 30.0, 100.0, 22.2, 18.2, 22.2, 100.0, 0.0, 20.0, 0.0, 80.0, 36.4, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,15,,
,,390.0,1,psds,speech.py,185.7888512611389,1667.59765625,"[54.5, 10.0, 0.0, 30.0, 10.0, 10.0, 60.0, 0.0, 100.0, 100.0, 0.0, 0.0, 0.0, 0.0, 45.5, 27.3, 30.0, 0.0, 0.0, 0.0, 0.0, 27.3, 0.0, 10.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,15,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,41.3,1,psdd,detect.py,29.83207893371582,1335.66015625,"[0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 66.7, 16.7, 9.1, 10.0, 88.9, 0.0, 10.0, 100.0, 0.0, 10.0, 18.2, 72.7, 0.0, 27.3, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 0.0, 0.0]",98,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,14,,
1.0,448x640,45.8,1,psdd,predict.py,30.910062551498413,1368.33203125,"[10.0, 10.0, 10.0, 9.1, 30.0, 9.1, 0.0, 9.1, 9.1, 0.0, 0.0, 10.0, 100.0, 0.0, 0.0, 100.0, 0.0, 0.0, 90.0, 0.0, 9.1, 0.0, 11.1, 18.2, 0.0, 9.1, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0]",97,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,17,,
,,390.0,1,psdd,speech.py,113.68346738815308,1990.1875,"[18.2, 0.0, 0.0, 18.2, 0.0, 11.1, 22.2, 0.0, 100.0, 0.0, 12.5, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 54.5, 0.0, 54.5, 10.0, 10.0, 80.0, 20.0]",98,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,14,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,39.6,1,pdpp,detect.py,21.25900363922119,1333.33984375,"[10.0, 100.0, 0.0, 100.0, 9.1, 10.0, 10.0, 20.0, 0.0, 0.0, 81.8, 0.0, 0.0, 100.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.2, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 9.1, 0.0]",81,3.75390625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,13,,
1.0,448x640,44.6,1,pdpp,predict.py,21.744001388549805,1356.04296875,"[0.0, 100.0, 0.0, 100.0, 0.0, 0.0, 0.0, 100.0, 9.1, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",82,3.75390625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,5,,
1.0,448x640,41.9,1,pdps,detect.py,31.52881503105164,1335.35546875,"[0.0, 0.0, 100.0, 0.0, 100.0, 40.0, 0.0, 100.0, 9.1, 0.0, 0.0, 10.0, 0.0, 0.0, 9.1, 18.2, 18.2, 36.4, 0.0, 0.0, 0.0, 0.0, 88.9, 0.0, 30.0, 0.0, 10.0, 0.0, 0.0, 22.2, 10.0, 90.0]",100,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,16,,
1.0,448x640,44.8,1,pdps,predict.py,32.84651827812195,1356.63671875,"[9.1, 66.7, 100.0, 22.2, 100.0, 20.0, 70.0, 100.0, 90.0, 90.0, 0.0, 18.2, 0.0, 10.0, 9.1, 90.0, 10.0, 0.0, 0.0, 0.0, 0.0, 11.1, 90.0, 33.3, 30.0, 30.0, 0.0, 62.5, 0.0, 0.0, 0.0, 100.0]",100,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,22,,
,,390.0,1,pdps,speech.py,113.67668318748474,1681.48046875,"[0.0, 27.3, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 100.0, 10.0, 0.0, 9.1, 10.0, 0.0, 10.0, 0.0, 66.7, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 11.1, 0.0, 20.0, 0.0, 100.0, 10.0, 0.0, 0.0]",100,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,13,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,39.6,1,pdpd,detect.py,20.69712233543396,1346.59375,"[0.0, 0.0, 0.0, 11.1, 100.0, 12.5, 0.0, 10.0, 9.1, 100.0, 0.0, 0.0, 30.0, 0.0, 100.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 63.6, 0.0, 0.0, 0.0]",81,3.275390625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,11,,
1.0,448x640,44.7,1,pdpd,predict.py,21.19247007369995,1353.4765625,"[20.0, 20.0, 10.0, 9.1, 100.0, 0.0, 0.0, 10.0, 0.0, 36.4, 12.5, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 18.2, 0.0, 0.0, 0.0]",81,3.275390625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,11,,
1.0,448x640,72.0,1,pdsp,detect.py,31.491930961608887,1346.98828125,"[10.0, 27.3, 11.1, 0.0, 100.0, 20.0, 20.0, 100.0, 100.0, 9.1, 20.0, 20.0, 100.0, 100.0, 0.0, 0.0, 11.1, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 18.2, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0]",97,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,17,,
1.0,448x640,59.8,1,pdsp,predict.py,32.845598459243774,1355.60546875,"[0.0, 10.0, 0.0, 11.1, 0.0, 18.2, 10.0, 100.0, 18.2, 20.0, 20.0, 10.0, 100.0, 10.0, 0.0, 22.2, 20.0, 0.0, 100.0, 70.0, 9.1, 27.3, 9.1, 0.0, 0.0, 0.0, 18.2, 25.0, 0.0, 10.0, 0.0, 9.1]",97,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,22,,
,,390.0,1,pdsp,speech.py,113.24476909637453,1681.36328125,"[30.0, 0.0, 9.1, 0.0, 0.0, 0.0, 60.0, 11.1, 70.0, 0.0, 20.0, 0.0, 0.0, 9.1, 66.7, 20.0, 33.3, 0.0, 27.3, 0.0, 100.0, 40.0, 0.0, 36.4, 33.3, 9.1, 0.0, 50.0, 80.0, 91.7, 0.0, 27.3]",97,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,20,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,43.1,1,pdss,detect.py,49.60406851768494,1335.74609375,"[0.0, 0.0, 0.0, 9.1, 100.0, 100.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,7,,
1.0,448x640,48.1,1,pdss,predict.py,53.23096585273743,1371.9921875,"[0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 10.0, 63.6, 100.0, 0.0, 36.4, 9.1, 0.0, 44.4, 0.0, 30.0, 0.0, 10.0, 0.0, 0.0, 18.2, 0.0, 10.0, 90.0, 27.3, 0.0, 0.0, 0.0, 0.0, 0.0, 27.3, 0.0]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,14,,
,,390.0,1,pdss,speech.py,185.2495412826538,1761.90234375,"[10.0, 40.0, 10.0, 40.0, 0.0, 100.0, 60.0, 0.0, 30.0, 22.2, 90.9, 9.1, 18.2, 10.0, 0.0, 0.0, 0.0, 30.0, 18.2, 9.1, 33.3, 0.0, 0.0, 44.4, 10.0, 100.0, 0.0, 0.0, 11.1, 0.0, 90.0, 18.2]",100,9.31640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,22,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.9,1,pdsd,detect.py,30.138150453567505,1338.0390625,"[66.7, 9.1, 54.5, 11.1, 0.0, 45.5, 100.0, 88.9, 54.5, 0.0, 9.1, 20.0, 100.0, 50.0, 0.0, 9.1, 45.5, 0.0, 36.4, 10.0, 70.0, 40.0, 0.0, 0.0, 0.0, 90.9, 40.0, 50.0, 0.0, 40.0, 80.0, 9.1]",100,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,24,,
1.0,448x640,45.7,1,pdsd,predict.py,30.84230399131775,1354.6875,"[9.1, 9.1, 0.0, 0.0, 0.0, 10.0, 100.0, 0.0, 0.0, 100.0, 0.0, 100.0, 81.8, 0.0, 0.0, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 27.3]",100,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,10,,
,,390.0,1,pdsd,speech.py,113.43430542945862,1682.796875,"[9.1, 0.0, 45.5, 0.0, 10.0, 10.0, 0.0, 0.0, 0.0, 100.0, 0.0, 10.0, 9.1, 10.0, 10.0, 9.1, 0.0, 9.1, 0.0, 9.1, 9.1, 0.0, 10.0, 81.8, 9.1, 0.0, 0.0, 10.0, 0.0, 0.0, 0.0, 58.3]",100,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,18,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.6,1,pddp,detect.py,20.903327465057373,1336.43359375,"[0.0, 0.0, 9.1, 0.0, 0.0, 100.0, 100.0, 0.0, 0.0, 100.0, 60.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0, 0.0, 36.4, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",83,3.275390625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,7,,
1.0,448x640,45.4,1,pddp,predict.py,21.08020257949829,1379.3515625,"[0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 77.8, 0.0, 9.1, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 22.2, 0.0, 0.0, 70.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 20.0, 0.0]",83,3.275390625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,8,,
1.0,448x640,44.4,1,pdds,detect.py,31.11230182647705,1332.91015625,"[0.0, 22.2, 20.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 20.0, 20.0, 0.0, 0.0, 0.0, 20.0, 0.0, 100.0, 0.0, 10.0, 0.0, 0.0, 0.0, 100.0, 0.0, 10.0, 60.0, 0.0]",97,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,12,,
1.0,448x640,47.5,1,pdds,predict.py,32.07043790817261,1354.4140625,"[9.1, 0.0, 70.0, 0.0, 0.0, 0.0, 100.0, 0.0, 60.0, 20.0, 0.0, 0.0, 44.4, 80.0, 80.0, 30.0, 18.2, 0.0, 0.0, 80.0, 0.0, 90.9, 0.0, 54.5, 10.0, 0.0, 0.0, 90.9, 40.0, 10.0, 88.9, 0.0]",97,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,18,,
,,390.0,1,pdds,speech.py,112.86465716362,1758.0078125,"[100.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 27.3, 22.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0]",97,6.056640625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,8,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,40.1,1,pddd,detect.py,20.34330654144287,1338.87890625,"[11.1, 0.0, 90.9, 10.0, 100.0, 0.0, 40.0, 0.0, 0.0, 0.0, 100.0, 0.0, 0.0, 0.0, 20.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 100.0, 0.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1]",80,2.796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,10,,
1.0,448x640,44.2,1,pddd,predict.py,20.597511291503903,1371.13671875,"[0.0, 10.0, 0.0, 10.0, 0.0, 10.0, 40.0, 0.0, 0.0, 50.0, 100.0, 0.0, 33.3, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 10.0]",80,2.796875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,10,,
1.0,448x640,45.4,1,sppp,predict.py,33.59324288368225,1353.4921875,"[9.1, 18.2, 70.0, 0.0, 9.1, 90.0, 0.0, 18.2, 10.0, 100.0, 20.0, 9.1, 0.0, 100.0, 30.0, 90.9, 18.2, 0.0, 45.5, 20.0, 44.4, 0.0, 27.3, 20.0, 10.0, 0.0, 0.0, 20.0, 20.0, 10.0, 0.0, 0.0]",98,7.013671875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,23,,
,,390.0,1,sppp,speech.py,114.64809608459473,1681.8203125,"[0.0, 90.0, 100.0, 70.0, 22.2, 9.1, 0.0, 80.0, 0.0, 30.0, 50.0, 30.0, 20.0, 45.5, 60.0, 0.0, 0.0, 45.5, 0.0, 27.3, 0.0, 40.0, 44.4, 0.0, 45.5, 0.0, 0.0, 63.6, 22.2, 0.0, 50.0, 50.0]",98,7.013671875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,46.8,1,spps,predict.py,53.9910728931427,1374.46484375,"[44.4, 100.0, 90.0, 10.0, 0.0, 11.1, 0.0, 16.7, 0.0, 11.1, 0.0, 9.1, 0.0, 40.0, 0.0, 0.0, 30.0, 0.0, 10.0, 0.0, 0.0, 30.0, 0.0, 0.0, 0.0, 0.0, 100.0, 100.0, 40.0, 60.0, 0.0, 88.9]",100,9.794921875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,17,,
,,390.0,1,spps,speech.py,186.1756796836853,1681.82421875,"[20.0, 60.0, 10.0, 0.0, 40.0, 11.1, 100.0, 54.5, 90.9, 10.0, 10.0, 50.0, 0.0, 60.0, 0.0, 30.0, 50.0, 0.0, 10.0, 100.0, 70.0, 0.0, 18.2, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 50.0, 54.5]",100,9.794921875,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,21,/home/user/Desktop/CODE/Adit/test-clean/LibriSpeech/test-clean/8463/294828/8463-294828-0010.flac,8.34
1.0,448x640,43.2,1,sppd,detect.py,32.859676122665405,1332.7734375,"[0.0, 10.0, 100.0, 9.1, 0.0, 9.1, 100.0, 0.0, 100.0, 0.0, 100.0, 9.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.1, 0.0, 0.0, 0.0]",100,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,9,,
1.0,448x640,47.5,1,sppd,predict.py,33.99273061752319,1376.53515625,"[30.0, 75.0, 70.0, 10.0, 10.0, 36.4, 20.0, 44.4, 10.0, 100.0, 100.0, 20.0, 25.0, 77.8, 0.0, 40.0, 0.0, 10.0, 45.5, 80.0, 33.3, 11.1, 77.8, 20.0, 80.0, 0.0, 44.4, 18.2, 44.4, 0.0, 10.0, 0.0]",100,6.53515625,256,32,24,Intel(R) Xeon(R) Gold 6226R CPU,NVIDIA RTX A5000,2900.0,2100,27,,
